"","date","trial","channel","ind","stage","weight","ramp","logtime","ropt1","ropt2","tempcorr"
"1","2022-06-21",2,1,239,"Tritonymph",0.792,0.219514593828808,101,-0.0144108,0.0144108,48.3713453764078
"2","2022-06-21",2,2,311,"Protonymph",0.189,0.219514593828808,75.8,-0.01921806,0.01921806,43.1469014664158
"3","2022-06-21",2,3,65,"Female",1.714,0.219514593828808,75.4,-0.07012927,0.07012927,43.1469014664158
"4","2022-06-21",2,6,294,"Protonymph",0.24,0.219514593828808,71.6,-0.02114505,0.02114505,42.3038798314249
"5","2022-06-21",2,7,322,"Tritonymph",0.749,0.219514593828808,66.8,-0.02261654,0.02261654,41.2547377708024
"6","2022-06-21",2,9,258,"Male",1.001,0.219514593828808,64.8,-0.01888257,0.01888257,40.4188049335184
"7","2022-06-21",2,10,250,"Female",1.269,0.219514593828808,70,-0.03018952,0.03018952,42.12993164154
"8","2022-06-21",3,8,271,"Tritonymph",0.647,0.249965543538262,64.8,-0.02462528,0.02462528,43.0645623545894
"9","2022-06-21",3,9,143,"Male",1.021,0.249965543538262,67.4,-0.02739767,0.02739767,44.0144612473152
"10","2022-06-21",3,10,10,"Female",1.228,0.249965543538262,60.6,-0.0317795,0.0317795,42.0966688215307
"11","2022-06-21",3,1,231,"Tritonymph",0.931,0.249965543538262,91,-0.03649996,0.03649996,49.8163695243547
"12","2022-06-21",3,2,29,"Male",0.924,0.249965543538262,68.6,-0.02376846,0.02376846,44.0635375391323
"13","2022-06-21",3,3,87,"Protonymph",0.251,0.249965543538262,73.4,-0.05125983,0.05125983,45.0281593194032
"14","2022-06-21",3,4,166,"Female",1.376,0.249965543538262,67.2,-0.02299785,0.02299785,44.0144612473152
"15","2022-06-21",3,5,300,"Deutonymph",0.289,0.249965543538262,103,-0.02534809,0.02534809,52.8351067632354
"16","2022-06-21",3,6,121,"Protonymph",0.189,0.249965543538262,60,-0.02392635,0.02392635,42.0655871700465
"17","2022-06-21",3,7,14,"Deutonymph",0.347,0.249965543538262,62,-0.02228747,0.02228747,42.936963995865
"18","2022-06-22",4,10,213,"Deutonymph",0.241,0.259586366648534,101.8,-0.02416958,0.02416958,53.8970631889435
"19","2022-06-22",4,1,337,"Protonymph",0.163,0.259586366648534,104.4,-0.02052344,0.02052344,54.6765582906378
"20","2022-06-22",4,2,51,"Deutonymph",0.35,0.259586366648534,64.4,-0.02143173,0.02143173,44.1447860666961
"21","2022-06-22",4,3,109,"Tritonymph",0.73,0.259586366648534,62.8,-0.0268767,0.0268767,43.9337580118827
"22","2022-06-22",4,4,245,"Male",0.963,0.259586366648534,64.6,-0.03206792,0.03206792,44.1447860666961
"23","2022-06-22",4,5,37,"Female",1.332,0.259586366648534,71.4,-0.03014301,0.03014301,45.9420689314632
"24","2022-06-22",4,7,5,"Female",1.582,0.259586366648534,70.6,-0.03234298,0.03234298,45.9420689314632
"25","2022-06-22",4,8,194,"Male",0.999,0.259586366648534,67.6,-0.02446694,0.02446694,44.9621789715158
"26","2022-06-22",4,9,154,"Protonymph",0.109,0.259586366648534,98.8,-0.03005411,0.03005411,52.9109023694862
"27","2022-06-22",5,1,24,"Female",1.472,0.255547036297303,71.2,-0.02694795,0.02694795,45.7089565453321
"28","2022-06-22",5,2,253,"Male",0.9,0.255547036297303,65,-0.0305972,0.0305972,43.8208825407035
"29","2022-06-22",5,3,25,"Tritonymph",0.688,0.255547036297303,76,-0.03160097,0.03160097,46.7174743421728
"30","2022-06-22",5,4,3,"Deutonymph",0.328,0.255547036297303,65.8,-0.03391869,0.03391869,43.8694135403892
"31","2022-06-22",5,5,290,"Protonymph",0.166,0.255547036297303,61,-0.02034389,0.02034389,42.754563777945
"32","2022-06-22",5,6,244,"Female",1.454,0.255547036297303,67.6,-0.04479353,0.04479353,44.7413356583391
"33","2022-06-22",5,7,257,"Male",0.946,0.255547036297303,69.2,-0.03166111,0.03166111,44.8400335341045
"34","2022-06-22",5,8,32,"Tritonymph",0.613,0.255547036297303,54.6,-0.0238466,0.0238466,40.7331658472133
"35","2022-06-22",5,10,324,"Protonymph",0.158,0.255547036297303,102.6,-0.02712487,0.02712487,53.4556492086556
"36","2022-06-22",6,1,288,"Deutonymph",0.257,0.246093925561829,105,-0.01850742,0.01850742,51.766334185886
"37","2022-06-22",6,2,30,"Female",1.583,0.246093925561829,70.2,-0.02934588,0.02934588,42.9369639958651
"38","2022-06-22",6,4,287,"Tritonymph",0.583,0.246093925561829,73.2,-0.02757042,0.02757042,43.6188518060566
"39","2022-06-22",6,5,218,"Tritonymph",0.715,0.246093925561829,80.6,-0.02513634,0.02513634,45.6748757871259
"40","2022-06-22",6,6,238,"Male",0.794,0.246093925561829,73.4,-0.02497785,0.02497785,43.6188518060566
"41","2022-06-22",6,7,165,"Protonymph",0.142,0.246093925561829,105,-0.02102203,0.02102203,51.766334185886
"42","2022-06-22",6,8,298,"Protonymph",0.201,0.246093925561829,70.6,-0.02331957,0.02331957,42.9448707317689
"43","2022-06-22",6,9,66,"Female",2.208,0.246093925561829,80.6,-0.0298295,0.0298295,45.6748757871259
"44","2022-06-22",7,1,235,"Male",0.9,0.257045700351432,68.2,-0.02157479,0.02157479,44.9376408256073
"45","2022-06-22",7,2,216,"Male",1.126,0.257045700351432,57.4,-0.02548639,0.02548639,41.9865198110079
"46","2022-06-22",7,4,237,"Female",1.345,0.257045700351432,65.4,-0.03064145,0.03064145,43.9253059838476
"47","2022-06-22",7,5,175,"Protonymph",0.213,0.257045700351432,63.8,-0.0254287,0.0254287,43.5705934524365
"48","2022-06-22",7,6,246,"Female",1.937,0.257045700351432,69.4,-0.02859119,0.02859119,44.9294614436378
"49","2022-06-22",7,7,232,"Tritonymph",0.748,0.257045700351432,67,-0.02961772,0.02961772,43.9822890115685
"50","2022-06-22",7,8,269,"Tritonymph",0.622,0.257045700351432,69.6,-0.02229656,0.02229656,44.9294614436378
